533.5218803	383.594994	294.696505	430.1884083
539.0856752	381.8628534	296.7088299	434.8811793
544.2722905	384.8798873	291.8894798	435.6638001
550.9530568	391.7253578	289.0662656	435.4535038
552.979993	396.8008191	284.3977662	434.3551064
560.1046741	401.0610658	278.5732029	438.4210048
572.0824592	398.507014	272.5342524	447.1958317
558.0427147	392.4996661	266.6415052	431.7380168
533.3182218	385.1252487	260.8292869	400.7481432
522.2892716	376.7323421	236.9490214	376.423039
536.6855093	372.2734451	228.6351374	361.9502758
547.1894735	351.5995612	222.8584524	401.8840546
514.328454	348.8098018	218.3144292	404.0150258
504.7083587	346.8178495	215.2393878	413.7926159
510.8908226	351.9025175	223.6641127	419.4308343
541.5305685	365.9282388	235.8525485	427.1244973
556.8448116	376.8949915	245.8082218	435.7586698
558.9656379	371.3802033	255.0966125	439.406865
548.2063345	380.259853	261.6317416	438.9373572
554.1319134	383.3085055	263.8869181	420.1198767
543.8298969	397.5391766	260.8269882	408.1219412
543.7408229	383.8754744	265.6979269	400.4450648
535.9559054	391.2801087	268.4254855	409.6467089
519.7433783	382.0140085	292.0616174	424.7498642
